Group,Item,Content,Spec,category,period,updatetime
卧式固化炉 (11),计时器,检查时间是否准确,正常,2,90,2018/7/19 20:17
卧式固化炉 (11),开关,机台各部开关是否灵活,正常,2,90,2018/7/19 20:17
卧式固化炉 (11),清洁,机台外观是否干净,干净,2,90,2018/7/19 20:17
卧式固化炉 (11),温控器,检查温控器设定温度与实测温度是否一致,±5度,2,90,2018/7/19 20:17
旋片式真空泵(17),固定件,检查固定件是否有松动,无松动,2,90,2018/7/19 20:17
旋片式真空泵(17),开关,检查开关功能是否正常,正常,2,90,2018/7/19 20:17
旋片式真空泵(17),清洁,机台外观是否干净,干净,2,90,2018/7/19 20:17
旋片式真空泵(17),油位,检查真空泵油位,应在最大和最小标志线之间,2,90,2018/7/19 20:17
旋片式真空泵(17),运行,检查机器运行是否正常,正常,2,90,2018/7/19 20:17
压接机(06),过滤器,检查过滤器是否有油,2/3以上,2,90,2018/7/19 20:17
压接机(06),夹具,上模及底模螺丝是否松动或变形磨损,正常,2,90,2018/7/19 20:17
压接机(06),脚踏,脚踏开关是否灵活,良好,2,90,2018/7/19 20:17
压接机(06),气缸,检查气缸是否有漏气或漏油,正常,2,90,2018/7/19 20:17
压接机(06),气压表,气压表压力调节压力显示是否正常,正常,2,90,2018/7/19 20:17
压接机(06),清洁,检查压接机外观是否干净,干净,2,90,2018/7/19 20:17
研磨机(30),废液槽,检查废液槽有积槽清理,无积液,2,90,2018/7/19 20:17
研磨机(30),紧固,检查所以电子元器件紧固,紧固,2,90,2018/7/19 20:17
研磨机(30),修面刀,检查修面刀是否有缺口与损坏,无缺口与损坏,2,90,2018/7/19 20:17
研磨机(30),研磨盘,检查研磨盘的平整,平整,2,90,2018/7/19 20:17
研磨机(30),轴承,检查轴承是否灵活上油,灵活,2,90,2018/7/19 20:17
研磨盘(22),3D,研磨3盘检查3D合格率和端面合格率,3D合格率95%，端面合格率90%,2,90,2018/7/19 20:17
研磨盘(22),卡子,检查卡子是否破损,无破损,2,90,2018/7/19 20:17
研磨盘(22),清洁,检查夹具外观、卡槽是否干净,干净,2,90,2018/7/19 20:17
研磨盘(22),研磨孔,检查研磨孔有无磨损、损伤,无磨损、损伤,2,90,2018/7/19 20:17
盐雾试验机(45),计时器,检查计时器功能是否正常,正常,2,90,2018/7/19 20:17
盐雾试验机(45),密封性,检查喷雾是否有漏雾漏水现象,无漏雾漏水,2,90,2018/7/19 20:17
盐雾试验机(45),气压,检查气压是否能达到0.2~0.4MPa,0.2~0.4MPa,2,90,2018/7/19 20:17
盐雾试验机(45),清洁,清洁箱体内脏物,无脏物,2,90,2018/7/19 20:17
盐雾试验机(45),水管道,清除水管道中脏物,无脏物,2,90,2018/7/19 20:17
盐雾试验机(45),温度,查看设置温度与实际温度小于1度,小于1度,2,90,2018/7/19 20:17
装配半自动调节系统（36）,夹具,检查清洁夹具是否有胶与脏物,无有胶与脏物,2,90,2018/7/19 20:17
装配半自动调节系统（36）,连接线紧固,检查各连接线接口是否紧固,紧固,2,90,2018/7/19 20:17
装配半自动调节系统（36）,探头,检查探头是否有损坏,无损坏,2,90,2018/7/19 20:17
准直器半自动调节系统(49),电机,检查调试电机行程是否正常无异常声音,行程正常无异常声音,2,90,2018/7/19 20:17
准直器半自动调节系统(49),夹具,检查夹具是否有胶与脏物,无胶无脏物,2,90,2018/7/19 20:17
准直器半自动调节系统(49),气动元件,检查调试所以气动元件是否正常工作,正常工作,2,90,2018/7/19 20:17
准直器半自动调节系统(49),气压,检查气压是否在正常范围内,0.3MPa~06MPa,2,90,2018/7/19 20:17
紫外线照度仪(42),连接线,检查连接线是否完好，无接触不良现象,完成,2,90,2018/7/19 20:17
紫外线照度仪(42),授光器,目检探头镜片是否有损坏与磨损,无损坏磨损,2,90,2018/7/19 20:17
紫外线照度仪(42),稳定性,测试时查看变量,小于0.05nw m2,2,90,2018/7/19 20:17
自动打包机(21),裁刀,检查裁刀是否锋利,正常,2,90,2018/7/19 20:17
自动打包机(21),开关,检查机器各部开关是否良好,良好,2,90,2018/7/19 20:17
自动打包机(21),皮带,检查皮带是否有损坏,无损坏,2,90,2018/7/19 20:17
自动打包机(21),清洁,检查机台外观是否干净，清洁机器内部。,干净,2,90,2018/7/19 20:17
自动打包机(21),烫嘴,检查烫嘴温度是否正常,正常,2,90,2018/7/19 20:17
自动切管机(09),按键,检查按键功能是否正常,正常,2,90,2018/7/19 20:17
自动切管机(09),切刀,切刀刀口处是否有损伤,正常,2,90,2018/7/19 20:17
自动切管机(09),清洁,机台外观是否干净,干净,2,90,2018/7/19 20:17
自动切管机(09),旋转滚轴,旋转滚轴是否压紧空管，送料是否正常，表面有无破损,正常,2,90,2018/7/19 20:17
自动切管机(09),压力开关,压力开关是否正常,正常,2,90,2018/7/19 20:17
自动切管机(09),长度,裁切5根确认空管长是否正常,±1mm,2,90,2018/7/19 20:17
